obj_id,spec_obj_id,u,g,r,i,z,redshift,class,split
1237666338651374080,10571094152401147904,24.34707,22.78357,22.17501,21.64356,20.62571,1.124383,GALAXY,train
1237678860076908800,6921039323187140608,20.80994,20.25848,20.03094,20.02798,19.74888,2.53206,QSO,train
1237662335719309312,1583113998440622080,15.66604,13.8347,12.80579,12.22783,11.78913,0.02189896,GALAXY,train
1237663789026967552,2102171455079868416,19.24745,17.3028,16.20496,15.6639,15.25657,0.08050085,GALAXY,test
1237663789029261824,4145694661737207808,24.35865,22.45645,20.50108,19.5876,19.0871,0.4686464,GALAXY,train
1237663789023297792,4115313506127206400,25.23,22.23045,20.25325,19.3504,18.89968,0.4740653,GALAXY,test
1237666300016525568,461627239633545216,20.19504,18.52791,17.27901,16.72056,16.30407,0.1835763,GALAXY,test
1237663458853454592,1158708283159111680,20.535,19.38994,18.81705,18.4945,18.29182,0.137837,GALAXY,train
1237662302436524288,7584246047494658048,21.29583,20.988,20.83797,21.05328,20.81207,0.9354893,QSO,test
1237662302440784384,9588361656674834432,20.78204,20.56197,20.30818,20.29335,20.38122,1.246924,QSO,train
1237648705121157376,3723478618660249600,19.9569,18.43931,17.80953,17.52382,17.4095,-0.0001315581,STAR,train
1237662195597967616,1629284419929925632,19.97801,18.49295,17.42121,16.94761,16.61024,0.1636542,GALAXY,train
1237662195600261120,1632726441080678400,24.29477,21.62768,19.64412,18.78338,18.36954,0.4409121,GALAXY,train
1237662195609043200,5304341331661051904,26.40178,21.99808,20.28389,19.35448,18.85597,0.5980764,GALAXY,train
1237680275799016192,7070748007344658432,26.82515,23.02231,21.06888,19.94425,19.44069,0.5545335,GALAXY,train
1237680275799016192,7070749656612100096,26.57739,22.54382,20.80372,19.86526,19.15562,0.4958695,GALAXY,train
1237680275793641984,7094418293214435328,26.83069,21.59627,20.06141,19.12921,18.4031,0.4851536,GALAXY,train
1237661388678299904,2772045911516276736,19.74947,19.41832,19.81486,19.67517,20.43465,0.04119059,GALAXY,test
1237662533820416256,6184699130985863168,19.38484,18.47161,18.09865,17.95055,17.92028,-7.564296e-05,STAR,train
1237654954818208256,5611600682186725376,23.6335,21.83863,21.55966,21.54393,22.34986,-0.0009982766,STAR,test
1237651753994879232,537103217822033920,20.16949,19.66403,19.33206,19.33191,19.09816,0.9051234,QSO,train
1237659131669577728,1174328762477602816,16.77276,15.81245,15.50749,15.38186,15.37899,-0.0004392368,STAR,test
1237663782597099520,450416068364625920,16.10737,14.45376,13.65585,13.2225,12.83522,0.015473,GALAXY,test
1.237663782591e+18,776906707782625280,20.54509,19.71058,18.73802,18.31821,17.9435,0.2799701,GALAXY,train
1237663782593822976,1686653909554194432,20.06996,18.97126,18.52549,18.21135,18.07736,0.1138797,GALAXY,train
1237663782597492992,9898980274230024192,21.45946,21.28842,20.69252,20.36087,19.87392,0.4680991,GALAXY,train
1237663782600704256,1751935502166026240,22.35064,19.124,18.22116,17.81003,17.47881,0.1160768,GALAXY,train
1237663782602866944,7633691088935737344,22.09684,21.14732,20.53245,20.49003,20.22429,0.3044364,GALAXY,train
1237680299424154368,6883914037694060544,24.08466,22.47645,20.86698,19.90318,19.34196,0.5053879,GALAXY,train
1237678860087591168,12432192410884528128,21.52732,21.66046,21.17778,21.07494,20.84343,1.161637,QSO,train
1237661971716113408,6045005908211423232,25.77737,22.41747,20.82517,19.85969,19.50668,0.5150086,GALAXY,train
1237661951348507136,5864972694383253504,19.35131,18.44801,18.17993,18.08166,18.04828,6.78109e-05,STAR,train
1237651539777159424,8383566267848873984,21.14795,19.10915,17.71739,17.15381,16.7206,0.2118967,GALAXY,train
1237678858475209472,6981856059209308160,22.24419,20.5003,18.68757,17.8959,17.45752,0.4287883,GALAXY,train
1237673706646798848,3019754883453577216,21.01499,18.8923,17.95638,17.62714,17.46613,7.731318e-05,STAR,train
1237680275256771072,7097883954318170112,23.39181,22.77845,20.64523,19.57813,18.9324,0.6162081,GALAXY,test
1237668294980993536,6614700811787458560,22.01778,21.29588,19.8166,19.00376,18.47381,0.5310403,GALAXY,train
1237650762386702336,3640115294984314880,19.57201,18.1958,17.63343,17.43241,17.3175,0.0002550583,STAR,test
1237663782600638720,1209254207496939520,19.77981,18.7801,18.46573,18.04173,18.42504,0.0275539,GALAXY,train
1237654954818601984,12070966554357159936,24.34166,23.4083,21.89355,20.57018,19.76692,-0.0001957637,STAR,train
1237659131668791552,1173190772304930816,19.3398,18.24277,17.84142,17.70115,17.64885,5.966184e-05,STAR,train
1237659131670757888,9463304297183991808,23.33369,22.32093,21.10159,20.6414,19.87377,6.924236,QSO,train
1237678598072500992,12739647746841270272,22.94294,22.26155,21.90356,21.96138,21.95325,-0.0006022686,STAR,train
1237673706652434944,4136713025087625216,22.00575,21.09322,20.44752,20.25073,19.86693,-4.942327e-05,STAR,train
1237673706653090048,4146825233461172224,19.86575,18.96535,18.59108,18.45314,18.47474,0.000134479,STAR,train
1237673706655121664,9320218237814986752,21.39891,21.06675,20.80758,20.74187,20.88908,1.458871,QSO,train
1237666301627334912,462871610911647744,20.58471,18.72966,17.55187,17.05644,16.64109,0.1323001,GALAXY,train
1237678617432359424,10610526212903426048,22.53723,22.2875,21.97659,21.22189,20.98186,0.8316248,QSO,test
1237678617435570688,8259851417407477760,24.38701,23.00893,22.67312,22.30854,22.24149,0.0,GALAXY,train
1237659326029431296,12079878370307102720,21.18707,20.4464,19.62698,19.23278,18.89101,0.3040182,GALAXY,train
1237659326018355456,1307322944187295744,19.69169,17.67228,16.69779,16.2579,15.92229,0.1051585,GALAXY,test
1237650370476048640,4248103999314876416,21.50378,20.74956,20.88426,20.84054,20.66204,2.376138,QSO,test
1237667210507715072,12486318345082394624,21.76013,21.64175,21.52275,21.43095,21.02457,1.210153,QSO,train
1237657629508895744,1.1521492487673e+19,26.40793,23.91205,21.70617,20.33078,19.62965,0.7099161,GALAXY,test
1237680272034562816,8525460446161164288,21.89254,22.01407,21.95737,21.30983,21.07812,1.864247,QSO,train
1237666338652684800,10573483390748874752,24.85968,22.5873,22.44559,21.34626,21.92059,0.8746495,GALAXY,test
1237666338652357376,9895639957804177408,23.0217,22.86833,22.61644,21.86878,21.6214,0.6629668,GALAXY,train
1.237680246815e+18,6947031228328728576,26.94937,21.17358,19.35697,18.74443,18.41703,0.335233,GALAXY,test
1237680246817358336,6966108304893564928,21.90868,20.49422,18.78742,18.01768,17.62511,0.3419266,GALAXY,train
1237663458852209664,1.0386628810322e+19,22.63683,22.39975,21.72906,21.50186,21.76466,1.784333,QSO,train
1237663458853061376,5791713606111614976,23.63157,23.16625,22.54922,22.2883,22.863,1.609468,QSO,train
1237663458851685376,10384229399629420544,23.32314,22.19908,21.65773,20.82295,20.62417,0.7889018,GALAXY,train
1237663458852144128,1157530980613908480,20.63647,19.37946,18.96417,18.6662,18.65454,0.08872014,GALAXY,train
1237657632191873536,7507683483449579520,23.28502,21.89616,20.3995,19.55554,19.02318,0.5206529,GALAXY,train
1237657632187482880,6545100631690205184,23.18128,22.53231,20.70534,19.60514,19.08935,0.6005941,GALAXY,train
1237667734523216128,3124400629997398016,19.91,18.28538,17.44912,17.06675,16.7383,0.1027437,GALAXY,test
1237648705130332416,3303486611555117056,20.99353,19.60516,18.91673,18.6688,18.51662,-0.0001186582,STAR,train
1237662195596591104,1624831671624820736,19.21557,17.79367,16.99388,16.52818,16.26162,0.08941972,GALAXY,train
1237680275799540480,7070668292751644672,26.95164,22.63044,20.69824,19.74665,19.13322,0.5435023,GALAXY,test
1237651753995010304,5332358260547934208,23.54677,21.94795,21.88504,21.67562,21.11873,2.898131,QSO,test
1237664854180561408,4349546317154113536,22.64711,21.22308,20.01672,19.24035,18.80319,0.5705439,GALAXY,train
1237663782589956096,1737313921628399616,20.7293,18.83388,17.94418,17.54609,17.24289,0.08155313,GALAXY,train
1237663782591463936,4920333593719625728,23.82809,22.44086,20.57435,19.66041,19.24732,0.4719,GALAXY,train
1237671939822912000,2877904957481183232,17.62808,16.22809,15.67356,15.46072,15.33882,-1.713977e-05,STAR,train
1237678860094079232,12444818377364756480,20.74273,20.5724,20.20905,20.18348,20.21982,1.132123,QSO,train
1237668299275632896,2936435542792890368,19.1069,18.045,17.63026,17.36608,17.21332,0.06758387,GALAXY,train
1237668332032623360,6183517705758595072,24.09765,21.33451,20.99997,20.44008,20.16948,3.092927,QSO,train
1237668332027773184,6156635746038208512,18.75476,17.88537,17.61535,17.5261,17.49298,-0.0001004827,STAR,train
1237666211929720832,2471462516740352000,22.59555,20.76229,19.88874,19.63993,19.43228,9.072699e-05,STAR,train
1237680275256312064,7096821000931923968,20.30542,17.85693,16.61891,16.0985,15.73537,0.1552031,GALAXY,train
1237678597543428096,12769995367665391616,22.0982,22.94163,22.10209,22.25624,21.65443,0.9171089,QSO,test
1237662194527043840,9439729113214769152,21.80418,21.96433,21.67025,21.45287,20.81906,1.979334,QSO,train
1237663782600573696,10565463278192187392,22.6358,22.6691,22.49276,21.60714,21.64351,0.827279,GALAXY,train
1237663782597755392,785902086314289152,22.56524,20.91346,19.39619,18.77326,18.27658,0.3738255,GALAXY,train
1.237663782595e+18,446984492138129408,18.67509,17.34374,16.79945,16.59283,16.41042,0.01886455,GALAXY,train
1237661361834229760,8340893672792152064,20.17418,19.77181,19.70557,19.86555,19.61845,0.7528412,QSO,train
1237657401335677952,5012781081172400128,22.56997,22.28264,20.7226,19.76297,19.31149,0.5420213,GALAXY,train
1237673706113598464,4116374534864787456,22.87512,22.06963,21.2415,19.94548,19.21541,0.0001910452,STAR,train
1237678595943104768,4836959550543517696,21.92905,21.57921,21.42893,21.47466,21.00474,2.653296,QSO,train
1237678595943104768,8840650848147363840,21.55363,21.2373,21.02824,20.53061,20.5999,0.6414855,QSO,train
1237661951347851520,6180077883295553536,19.69017,18.82046,18.46835,18.32299,18.30539,-0.0003366531,STAR,train
1237678858472456448,6953607957532923904,24.45624,19.88201,18.2561,17.64314,17.19785,0.2651586,GALAXY,train
1237658206115528704,8320574428904970240,23.15564,22.97794,20.95544,20.20549,19.47369,0.3498197,GALAXY,train
1237654948374511872,7644866522654201856,26.39396,20.69688,18.98954,18.40077,17.97231,0.3233063,GALAXY,train
1237661971717357568,1822937279157528576,19.46548,17.68007,16.77691,16.35889,16.02804,0.07155412,GALAXY,test
1237661971722010624,1828626432264267776,19.52641,17.85985,16.92815,16.43853,16.03423,0.0737377,GALAXY,train
1237661971722536192,6076579478611712000,23.4893,22.49897,20.63541,19.72151,19.32475,0.4392164,GALAXY,test
1237678598087245824,12705899611816220672,25.83187,23.95938,22.10695,20.6253,19.90134,-0.0001222794,STAR,test
1237673706652369152,488716182619187200,20.5127,19.47221,19.10252,18.98451,18.96532,4.77921e-05,STAR,train
1237673706653680384,9319165181945993216,22.19278,21.75968,21.98767,21.60783,21.17187,2.204052,QSO,train
1237680297275622144,6892913540988164096,25.78885,22.96837,21.29701,20.09208,19.34143,0.5770302,GALAXY,train
1237654381976092928,8222483146337441792,21.24155,21.30312,21.11171,20.98935,20.88581,1.420733,QSO,train
1237663782595264512,4759203737192650752,21.44873,20.34554,19.20359,18.81642,18.45166,0.3769991,GALAXY,test
1237668294984401408,6618288518145005568,22.17471,21.41873,20.61076,19.8555,19.48169,0.4387554,GALAXY,train
1237680297270313216,8532191106791921664,17.95819,17.02071,16.71356,16.56499,16.54563,-0.001044066,STAR,train
1237668336860201472,2838435522727143424,20.15398,18.25312,17.26463,16.72991,16.28143,0.07391185,GALAXY,test
1237666338653733632,8867601252785346560,23.34586,24.40133,21.66442,20.57501,19.82254,0.8018973,GALAXY,train
1237680246813754112,6898574102195623936,23.35515,21.61533,19.81614,19.03119,18.53334,0.3672366,GALAXY,train
1237680246811590912,6895014981999548416,19.5809,17.5162,16.45389,15.99116,15.58823,0.1142512,GALAXY,train
1237680246812836352,6887244184593651712,26.13809,21.43455,19.57495,18.81913,18.26612,0.31507,GALAXY,train
1237673706648830208,3313612286932838400,20.26008,18.3512,17.53136,17.22365,17.03461,-1.880543e-05,STAR,train
1237673706650665472,2098723111670147072,24.34873,21.10502,20.56603,20.27833,19.99836,0.0001352823,STAR,train
1237657632187941632,8227078550270007296,24.54133,22.95031,21.3168,20.25963,19.4082,0.5942323,GALAXY,train
1237657632188072448,8386984374923712512,25.00203,21.63808,20.02887,18.9498,18.41823,0.5696577,GALAXY,test
1237666300016919552,1759811290550790144,25.12767,23.50042,21.40676,20.12536,19.56495,0.9858436,GALAXY,test
1237666300020654592,911979244249180160,22.49274,21.06409,19.58027,19.0126,18.71227,0.2415845,GALAXY,train
1237673706651516928,3020911565525248000,17.92193,16.79427,16.44464,16.33578,16.29477,6.5789e-05,STAR,train
1237666211932931328,2853195631277664256,18.97169,17.54306,16.9096,16.60918,16.42567,-0.0007636715,STAR,train
1237661361835213056,8339782616158066688,21.04463,20.96895,21.04064,21.04124,20.38992,1.95132,QSO,test
1237661361842159872,9563562702942787584,22.20021,21.68972,21.27295,20.91555,21.06188,0.5411339,GALAXY,train
1237678597539758592,10319069868696295424,21.00199,21.08834,20.86,20.87079,20.69422,1.172026,QSO,train
1237658423012294656,5487737671077091328,23.96662,22.11089,20.42217,19.54656,19.70121,0.3638801,GALAXY,test
1237658423024550144,1826296017352419328,20.32892,18.95465,16.84924,16.60794,18.38121,0.02040104,GALAXY,train
1237679504318726656,6898639798015383552,23.83801,21.80183,20.9299,20.06491,19.84227,0.7409632,GALAXY,train
1237665441514323968,2518670316545271808,18.93076,17.07127,16.13052,15.68037,15.3483,0.1034807,GALAXY,train
1237665441515569408,7300423338446575616,26.03656,21.78893,20.37639,19.17925,18.60665,0.7093975,GALAXY,test
1237657632726254592,8210169435639797760,25.56677,23.81634,24.34492,21.6293,24.21933,-0.0006985474,STAR,train
1237680297277915648,8561546692713011200,22.08054,21.12848,20.6886,20.66529,20.8408,3.129032,QSO,train
1237678595945202176,4841456553587660800,21.99034,21.40635,21.50387,21.1151,21.31987,0.05810961,GALAXY,test
1237657589774876928,8386875248394655744,22.28452,20.74635,19.10882,18.42712,18.00827,0.3947606,GALAXY,train
1237657589776646144,1132722147047794688,19.75351,17.9122,17.10405,16.71461,16.41623,0.06290699,GALAXY,train
1237671071151554560,2869953298163591168,21.57284,20.513,20.74426,20.74154,20.81084,2.332756,QSO,train
1237680246812705280,6897424837582804992,22.63893,22.3547,20.63245,19.66352,19.31039,0.5333201,GALAXY,test
1237678824640152064,4831418012375734272,21.95882,21.43478,21.34726,21.34859,21.16088,2.872186e-05,STAR,train
1237663782603391744,4771586161830549504,23.52166,22.53981,20.91035,19.7652,19.22576,0.5755486,GALAXY,train
1237668299280613632,6741976979854350336,24.39851,22.60204,20.99331,19.98243,19.56881,0.5518575,GALAXY,train
1237663784212300544,10564573223814715392,22.80593,22.65355,22.11634,21.39649,22.4458,0.9806377,GALAXY,train
1237663784208499456,10582365521445148672,23.72231,22.337,21.41967,20.66495,20.04803,0.802354,GALAXY,train
1237655123929334016,5369475579111561216,21.15838,20.17904,18.48818,17.90606,17.51829,0.3527358,GALAXY,train
1237651539782992128,551856188338235392,19.21558,17.6161,16.75071,16.32424,15.98886,0.1122821,GALAXY,train
1237661361837965568,9573723571735517184,21.72788,21.79098,21.39882,21.19216,21.63727,1.467644,QSO,train
1237661361833378048,8344141080317679616,22.83249,21.69464,21.38671,21.23474,20.84142,0.9740607,QSO,train
1237661361835016704,7597685927960664064,22.19939,21.54025,21.31052,21.37086,21.25963,2.467339,QSO,train
1237678598087180544,4823614784024107008,22.98296,20.29148,19.78395,19.65965,19.46838,3.3166,QSO,test
1237678598083838464,12726167734720944128,22.32901,22.22398,21.72978,21.63687,21.60125,0.5396595,QSO,train
1237673706653024512,488792048921503744,19.6446,19.45307,19.23848,18.90634,18.97539,1.526992,QSO,train
1237673706654597376,9320294378995210240,15.47245,15.512,15.8791,16.17801,16.4794,0.0002383526,STAR,train
1237680275261293056,7066211692196419584,22.10378,20.58469,18.87433,18.27389,17.93027,0.0,GALAXY,test
1237680275259065088,8666107510254753792,23.17756,25.06311,22.25102,20.59436,19.79357,0.7290747,GALAXY,train
1237657632188334848,8227140122921162752,25.25361,23.85349,22.26505,21.02409,19.93223,0.8015516,GALAXY,test
1237654381974192384,8248497586367125504,21.97731,22.10758,21.86601,21.88977,22.20642,1.880562,QSO,train
1237654381974585600,3574777090324668416,20.17336,19.06288,18.62594,18.5027,18.50043,-0.0001718851,STAR,train
1237654381978911488,8208015498467891200,23.67549,21.72045,21.44155,21.1429,20.41524,2.598251,QSO,train
1237678595949134336,10615033111015348224,23.22172,21.99689,21.44419,20.93211,20.29373,0.8472714,QSO,train
1237678595932618752,1280306023843784704,18.59496,17.35547,16.86877,16.68623,16.60369,-0.0001342773,STAR,train
1237659131669315840,7606647498405599232,21.45401,20.80481,20.94399,20.74411,20.43947,2.208735,QSO,test
1237671256365203968,3513951006239072256,22.45911,20.66779,19.89608,19.53135,19.34497,-0.0001091832,STAR,train
1237680275258605824,8632502861597792256,22.06666,21.95187,21.51361,21.18587,21.51611,0.09943395,GALAXY,train
1237667210509353216,12485364793287661568,21.51859,21.77018,22.02016,21.26577,21.3319,1.896115,QSO,train
1237668336864526848,2851925981432670208,20.10968,17.81906,17.07187,16.64924,16.39302,0.08639419,GALAXY,train
1237666338651111936,9894541270843676672,24.27073,23.08035,22.4238,22.32583,21.9486,0.6919268,GALAXY,train
1237666338653668352,4760378840295168000,23.64992,23.22316,21.71041,20.32235,19.7542,0.6635209,GALAXY,test
1237666338652815360,10573491362208176128,24.86269,22.97363,22.35739,21.94236,22.68986,0.6628178,GALAXY,test
1237672794496303360,2961178125364389888,20.67613,19.15701,18.45662,18.20364,18.04861,-0.000181535,STAR,train
1237662302438948864,9591699773607663616,18.16604,17.21939,16.96849,16.85668,16.82426,-0.000341698,STAR,test
1237663788490031104,11995516969313130496,23.96515,21.82917,21.36641,20.99737,20.51148,0.692126,QSO,train
1237651737388253440,4518435432204359680,22.36829,20.05565,18.47987,17.9405,17.56013,0.3090529,GALAXY,test
1237663458851620096,10386568886938261504,24.71965,22.51035,21.68899,21.23582,21.20604,1.159232,GALAXY,train
1237663458853257472,1113658810418882560,18.20639,16.47892,15.51652,15.03445,14.68007,0.1037041,GALAXY,train
1237673706646601984,3019768627348924416,18.59532,17.41364,17.00971,16.85202,16.75862,-0.0003022305,STAR,train
1237664289934082816,6108139036731529216,24.01388,22.40844,20.87477,19.92313,19.58659,0.5577185,GALAXY,train
1237656906890346496,10368637770948433920,22.97266,22.48434,21.54359,21.02222,21.18627,0.7785904,GALAXY,train
1237671129667076096,1382646088179148800,19.76878,18.09207,17.2393,16.76032,16.39324,0.04370681,GALAXY,train
1237668299289133056,3105335373048342528,20.10906,18.63638,17.80142,17.31694,17.07194,0.1863955,GALAXY,train
1237664854185934848,2077411016852924416,18.15955,17.12202,16.73011,16.45934,16.32714,0.07318926,GALAXY,train
1237680275262931200,8624581976089974784,22.68748,21.94858,20.48613,19.83585,19.41099,0.2665661,GALAXY,train
1237666301628383488,1200352830397900800,23.32589,21.16959,19.6637,19.04922,18.64367,-1.305351e-05,STAR,train
1237673706652565760,488701888968026112,19.6983,19.47565,19.2668,19.27974,19.30354,1.186969,QSO,train
1237673706654073344,9319087941254141952,21.65435,21.30228,21.26369,21.10476,21.58257,1.611913,QSO,train
1237671257982959872,3018685058572642304,19.59787,17.23488,16.15919,15.71609,15.42938,-8.090883e-05,STAR,test
1237661361835147520,8339766673239463936,21.54284,21.606,21.45696,21.40816,23.10419,1.5149,QSO,test
1237661361833902592,8340846118914250752,22.02246,21.59148,21.15835,21.08991,21.59073,-0.0004727277,STAR,train
1237661361834426624,8341838153766950912,21.12216,20.85298,20.92219,20.47899,20.7221,1.566264,QSO,train
1237661361835213056,7597663937728108544,20.87434,19.95748,19.29307,19.19829,18.76751,0.3178079,QSO,train
1237678802627526912,8169649682521544704,19.48153,18.55076,18.24518,18.11121,18.09566,-0.0009880363,STAR,train
1237654381981466880,9222267701409634304,21.84843,21.92271,21.52267,21.38321,21.25594,0.974187,QSO,train
1237678595934126592,10324576222928197632,21.22529,21.30157,21.29521,20.99635,21.09134,2.142441,QSO,train
1237648673994834176,389646058566739968,18.35851,17.06477,16.52053,16.29901,16.1961,-0.0001377841,STAR,train
1237657632191152640,7498729056810326016,21.8414,21.49309,20.38655,19.62742,19.12567,0.571734,GALAXY,train
1237680333776815360,6712739319642347520,22.50965,22.50601,20.7484,19.80066,19.15638,0.5898339,QSO,test
1237659326033494528,1324105891150063616,18.89904,17.39296,16.69148,16.23493,15.92544,0.08485615,GALAXY,train
1237654954820436480,3706540916459282432,19.75229,18.59531,18.85634,19.03376,19.18588,-0.0008873517,STAR,train
1237667536934207488,6622782496978524160,18.95061,18.08125,17.84065,17.75573,17.74802,0.0003511995,STAR,train
1237671939816554752,2876714190834264064,19.11006,17.04869,15.33682,14.30014,13.64959,-3.458081e-05,STAR,train
1.237680275263e+18,8624592971206252544,20.81224,20.54192,20.41339,20.32342,20.12168,0.9053891,QSO,test
1237680275262275840,8626890950525081600,19.78574,19.75197,19.37254,19.42882,19.4384,1.032682,QSO,train
1237680246802612992,5662285967912097792,22.9364,22.3911,20.38684,19.42156,18.77619,0.5004808,GALAXY,train
1237680246807724032,5660132582240835584,27.15931,18.7357,17.42969,16.97255,16.77209,0.3743733,GALAXY,test
1237663788488525056,7175523489449007104,24.6219,23.58977,21.93766,20.44395,19.53102,-0.0001622303,STAR,train
1237663788495143936,2108856229689321472,23.99834,23.80595,21.03785,20.19853,19.72363,0.5801262,GALAXY,train
1237651737390022912,3324930385724336128,20.2878,18.67956,17.80728,17.34936,17.0015,0.08154102,GALAXY,test
1237658206118019584,7534774896595064832,22.68562,21.49529,20.23036,19.31338,18.85115,0.5549251,GALAXY,train
1237651753994354688,534978135700039680,18.04259,17.06816,16.72166,16.59669,16.5581,4.417467e-05,STAR,train
1237651753996189952,540591692718303232,19.38732,19.27662,19.08034,18.70576,18.55995,1.785641,QSO,test
1237661971724567040,6087836278354892800,26.40789,22.53523,20.93121,19.77065,19.0738,0.6026409,GALAXY,train
1237662195610026496,5305455686712580096,24.31758,23.10195,20.66192,19.44902,19.23214,0.605115,GALAXY,train
1237680275798884864,8626864287368108032,23.18877,22.06434,21.138,20.04711,19.3312,0.602515,GALAXY,train
1237680275794362624,7094310815952820224,24.63471,22.27285,19.64912,18.81288,19.75288,3.193591e-05,STAR,train
1237680275797967616,7066338410911520768,25.58304,22.5732,20.83684,19.81095,19.19873,0.5227286,GALAXY,train
1237673706115892224,9334979463023450112,23.53096,23.32069,21.46172,20.30897,19.6437,0.649194,GALAXY,train
1237659131672264960,9462186912553129984,20.60246,20.5255,20.20548,20.1735,20.02028,1.375078,QSO,test
1237678858481762560,5253490294859782144,18.58284,17.0415,16.23743,15.66362,15.38683,0.08920185,QSO,train
1237665126933529344,11536011539405625344,22.90257,24.07225,21.83263,20.58413,19.93459,0.5967682,GALAXY,train
1237680275263651840,7075369525232031744,20.55274,18.36831,17.19289,16.71317,16.35772,0.1449719,GALAXY,train
1237662341086119168,5319942576589264896,23.63382,23.09562,20.95072,19.80628,19.45013,0.6468313,GALAXY,test
1237662341087035648,1568490767796692992,19.12287,17.41985,16.69769,16.2921,15.95232,0.04567645,GALAXY,train
1237671255835410944,3018543496450566144,18.89777,17.12374,16.27947,15.91678,15.70431,-6.569431e-05,STAR,train
1237666338651767552,4205318977701042176,22.62387,21.77005,20.53605,19.74576,19.36382,0.6403685,GALAXY,train
1237657589777039616,1132704829739657216,19.09604,18.00628,17.29027,16.91996,16.64848,0.1589635,GALAXY,train
1237645943978590208,1195821193727338496,21.32274,21.01563,20.54511,20.35652,20.29458,1.46279,QSO,train
1237645943978786816,8254223842052167680,20.69578,19.55765,19.17546,19.02162,18.96332,0.000420206,STAR,train
1237678595946316288,4843708903207491584,23.53217,20.4952,20.0343,19.99604,20.21199,3.24921,QSO,train
1237678858464198912,5687055773647263744,19.91498,19.4609,19.44083,19.24462,18.94087,2.208709,QSO,train
1237661361833444096,8344120189596751872,22.98842,21.64292,21.45418,21.5929,21.4694,2.46245,QSO,test
1237661361834623232,8339701252297611264,21.1862,20.88521,20.38227,20.20625,19.66141,1.165228,QSO,train
1237665441000522752,4566753466123573248,24.06883,21.12515,20.75604,20.50299,20.63207,-0.0002632563,STAR,train
1237663788494880768,5797489067743795200,18.261,17.74013,17.29706,16.96099,16.70477,2.074916,QSO,train
1237665441523892480,6772470835741743104,23.88532,22.4763,20.88995,20.0616,19.80504,0.4416806,GALAXY,test
1237680275262603520,7071971484294731776,19.43244,17.41613,16.36042,15.85131,15.45175,0.131945,GALAXY,train
1237663782599131392,452634882376493056,21.86166,20.02429,19.23527,18.81887,18.5473,0.1742075,GALAXY,test
1237663782596182528,1746328260813285376,21.23906,19.44468,18.64393,18.50349,18.556,-0.001048832,STAR,train
1237651539786596864,8016612783260194816,22.45428,21.90755,20.50447,19.72673,19.27061,0.5318902,GALAXY,test
1237661951346344192,6175646577782446080,21.69608,21.16871,20.88865,20.82523,20.49859,0.9823297,QSO,train
1237678860078022912,6922189411846477824,19.27632,18.33007,17.99385,17.88296,17.82731,-0.0001147243,STAR,train
1237678860079596288,6923379632931887104,22.50729,21.28283,21.09634,21.37367,20.78728,2.794817,QSO,train
1237678860080906496,6924537143680587776,19.66412,18.78611,18.46474,18.37544,18.27905,-0.0006361991,STAR,train
1237664854179840256,2070643236614989824,22.30221,20.74615,18.96627,18.30354,17.96098,0.3418453,GALAXY,train
1237654381975240704,8457884733594163200,20.90415,20.3723,20.09353,19.96756,19.90119,0.9947923,QSO,train
1237659326017635072,9487963869278394368,23.85935,23.81473,21.83292,20.70583,19.87812,0.6674863,GALAXY,train
1237659326028972032,1319677607532324864,17.07021,15.42603,14.69567,14.32791,14.02005,0.0325493,GALAXY,train
1237659326020387328,7565189587242604544,24.63006,21.50846,20.38794,19.43853,18.87202,0.5925427,GALAXY,train
1237671939823174912,2889189525781768192,21.23248,19.97265,19.41532,19.17656,19.0418,-0.001456061,STAR,train
1237680275258802688,8632524302074533888,22.24817,22.01458,21.76606,21.54773,24.39331,1.626932,QSO,train
1237680275257360896,8670562452835162112,21.98005,21.67045,21.37601,21.37836,20.88312,0.9958825,QSO,test
1237680246811263488,6895053739784427520,25.22201,22.58629,20.71086,19.56964,19.07096,-9.987348e-05,STAR,train
1237680275256639744,7097874333591427072,21.44612,19.7372,19.35239,19.13754,19.0112,-0.0001835696,STAR,test
1237680246816309760,6952499924706809856,26.22276,21.99958,20.51037,19.58427,19.29846,0.4967406,GALAXY,train
1237680241450746112,8048045619510794240,24.08171,22.2332,21.08934,20.02214,19.65193,0.5820039,GALAXY,train
1237678617435308544,8259821730593527808,24.39435,22.77358,22.28458,22.47008,21.77117,0.0,GALAXY,train
1237673706654007808,9319086017108793344,21.56849,21.24857,21.24246,21.09459,20.87948,1.617211,QSO,train
1237673706654532096,9320304549477767168,22.45508,22.06413,21.66064,21.71535,21.05514,2.661398,QSO,train
1237680297275490816,6891636457242646528,25.99467,22.11064,20.55403,19.60269,19.16918,0.5308631,GALAXY,train
1237666300016197632,461648405232379904,21.04206,19.11723,17.85652,17.32693,16.96913,0.1782261,GALAXY,train
1237666300019081472,906415988847699968,20.90815,19.2114,18.10696,17.57463,17.14684,0.162312,GALAXY,train
1237666300019409152,906392074469795840,20.20488,19.50575,19.02465,18.76929,18.91699,0.1892488,GALAXY,train
1237658206121755392,9261826755941128192,23.49414,24.86599,21.82814,20.69969,19.82922,0.6802413,GALAXY,test
1237654954816307712,9607549230685378560,21.44228,20.91069,20.37036,20.22316,20.22895,1.066125,QSO,train
1237673841397270016,3070336541717981184,20.73664,18.04001,16.9619,16.5871,16.38553,0.0001122407,STAR,test
